,Text,Date,Sentiment,Tok_text
565,"Sensex sheds 237 pts dragged by HUL, RIL, Infosys; Nifty ends below 18,050",2023-01-20 00:00:00,-1,sensex sheds pts dragged hul ril infosys nifty ends 
566,"Stocks to Watch: RIL, PVR, HUL, Bata India, Sun Pharma, Vedanta, LTTS, Auto",2023-01-20 00:00:00,1,stocks watch ril pvr hul bata india sun pharma vedanta ltts auto
567,Analysts hopeful of ICICI insurance twins despite Q3 disappointment,2023-01-19 00:00:00,1,analysts hopeful icici insurance twins despite disappointment
568,"Shares of Adani Enterprises decline after FPO pricing, down over 4%",2023-01-19 00:00:00,-1,shares adani enterprises decline fpo pricing 
569,Hike in royalty payout to parent could weigh on Hindustan Unilever margins,2023-01-19 00:00:00,1,hike royalty payout parent weigh hindustan unilever margins
570,Jubilant Foodworks plans to invest Rs 900 crore in India in 12-18 months,2023-01-19 00:00:00,1,jubilant foodworks plans invest rs crore india months
571,"NTPC, Reliance, Adani top green hydrogen plays to bet on, say analysts",2023-01-19 00:00:00,1,ntpc reliance adani green hydrogen plays bet analysts
572,Vedanta to sell its foreign zinc assets to Hindustan Zinc for $2.98 bn,2023-01-19 00:00:00,1,vedanta sell foreign zinc assets hindustan zinc bn
573,Sun Pharma to acquire US-based Concert Pharmaceuticals for $576 million,2023-01-19 00:00:00,1,sun pharma acquire based concert pharmaceuticals million
574,"Multiplex operator PVR back in the black in Q3, revenue jumps 53%",2023-01-19 00:00:00,1,multiplex operator pvr black revenue jumps 
575,Asian Paints slips 3% after Q3FY23 result misses street estimates,2023-01-19 00:00:00,-1,asian paints slips fy result misses street estimates
576,"ONGC gains 2%, hits over 6-month high on hopes of strong earnings growth",2023-01-19 00:00:00,1,ongc gains hits month high hopes strong earnings growth
577,Analysts cautious on IndusInd Bank despite all-round beat in Q3; here's why,2023-01-19 00:00:00,-1,analysts cautious indusind bank despite round beat 
578,Atul Auto hits 3-year high on foray into EV space; zooms 29% in one week,2023-01-19 00:00:00,1,atul auto hits year high foray ev space zooms week
579,"Persistent Systems up 5% on strong TCV, in-line revenue growth in Q3",2023-01-19 00:00:00,1,persistent systems strong tcv line revenue growth 
580,Mahindra Lifespace surges 8% on foray into society redevelopment in Mumbai,2023-01-19 00:00:00,1,mahindra lifespace surges foray society redevelopment mumbai
581,"Adani Enterprises hits 2-mth low, down 4% on setting FPO price at discount",2023-01-19 00:00:00,-1,adani enterprises hits mth low setting fpo price discount
582,"Sensex snaps 2-day winning streak, ends 187 pts lower; Nifty50 below 18,150",2023-01-19 00:00:00,1,sensex snaps day winning streak ends pts lower nifty 
583,"Stocks to Watch: Adani Ent, IndusInd Bank, Coal India, HUL, Asian Paints",2023-01-19 00:00:00,1,stocks watch adani ent indusind bank coal india hul asian paints
584,"Bullish trends dominant in run up month to Union Budget, shows report",2023-01-19 00:00:00,1,bullish trends dominant run month union budget shows report
585,Sebi penalises individual for manipulating Panafic Industrials share prices,2023-01-18 00:00:00,-1,sebi penalises individual manipulating panafic industrials share prices
586,T+1 transition's final leg litmus test for foreign investors' heavyweights,2023-01-18 00:00:00,1,t transition final leg litmus test foreign investors heavyweights
587,"Dec traffic at major ports sails to highest in FY23, rises 10.4 per cent",2023-01-18 00:00:00,1,dec traffic major ports sails highest fy rises cent
588,"Shares of HDFC Bank, HDFC rise nearly 2% as FPI legroom expands",2023-01-18 00:00:00,1,shares hdfc bank hdfc rise nearly fpi legroom expands
589,"SBI raises Rs 9,718 cr via second tranche of infrastructure bonds at 7.70%",2023-01-18 00:00:00,1,sbi raises rs cr second tranche infrastructure bonds 
590,Vodafone Idea won't be able to pay $5-bn govt dues from FY26: CLSA,2023-01-18 00:00:00,-1,vodafone idea won able pay bn govt dues fy clsa
591,"Adani Enterprises' Rs 20,000 crore FPO to fund green capex, debt payback",2023-01-18 00:00:00,-1,adani enterprises rs crore fpo fund green capex debt payback
592,"Adani Enterprises sets price band of Rs 3,112-3,276 per share for FPO",2023-01-18 00:00:00,1,adani enterprises sets price band rs share fpo
593,Adani to give 10% discount to investors in India's biggest follow-on offer,2023-01-18 00:00:00,1,adani discount investors india biggest follow offer
594,Markets climb for 2nd day as HDFC twins maintain momentum,2023-01-18 00:00:00,1,markets climb nd day hdfc twins maintain momentum
595,"Rupee surges as foreign banks make dollar sales, likely for FPI flow",2023-01-18 00:00:00,-1,rupee surges foreign banks dollar sales likely fpi flow
596,"High RM prices to dent HUL's Q3 margins, revenues may rise up to 14% YoY",2023-01-18 00:00:00,1,high rm prices dent hul q margins revenues rise yoy
597,Stock of this iron & steel products company zoomed 50% in one month,2023-01-18 00:00:00,1,stock iron steel products company zoomed month
598,Eureka Forbes hits record high; rallies 20% in 3 weeks on healthy outlook,2023-01-18 00:00:00,1,eureka forbes hits record high rallies weeks healthy outlook
599,"Landmark Cars surges 7%, hits new high on strong business update",2023-01-18 00:00:00,1,landmark cars surges hits new high strong business update
600,"Consumer Index sees trend reversal ahead of Budget; M&M, ITC near breakout",2023-01-18 00:00:00,1,consumer index sees trend reversal ahead budget m itc near breakout
601,"HDFC Bank, HDFC extend gains; advance over 3% in two trading days",2023-01-18 00:00:00,1,hdfc bank hdfc extend gains advance trading days
602,Adani Enterprises underperforms in run-up to FPO; slips 14% in last 1 month,2023-01-18 00:00:00,-1,adani enterprises underperforms run fpo slips month
603,ICICI Lombard slips 6% on disappointing Q3 results,2023-01-18 00:00:00,-1,icici lombard slips disappointing results
604,"Sensex ends 390 pts higher driven by HDFC twins, metals, Nifty above 18,150",2023-01-18 00:00:00,1,sensex ends pts higher driven hdfc twins metals nifty 
605,"Stocks to Watch: ITC, IndusInd Bk, Adani Transmission, Tata Metaliks, RVNL",2023-01-18 00:00:00,1,stocks watch itc indusind bk adani transmission tata metaliks rvnl
606,ICICI Prudential Life Insurance net profit drops 29% YoY in Dec quarter,2023-01-17 00:00:00,-1,icici prudential life insurance net profit drops yoy dec quarter
607,Sebi returns Lava Intl's draft IPO papers; asks to refile with updates,2023-01-17 00:00:00,0,sebi returns lava intl draft ipo papers asks refile updates
608,Rupee slides 0.5% as importers continue to lock in dollar purchases,2023-01-17 00:00:00,-1,rupee slides importers continue lock dollar purchases
609,"Innova Captab, Blue Jet Healthcare get Sebi's nod to float IPO",2023-01-17 00:00:00,1,innova captab blue jet healthcare sebi nod float ipo
610,"From Paytm to Zomato, start-ups see fresh round of selling; stock falls",2023-01-17 00:00:00,-1,paytm zomato start ups fresh round selling stock falls
611,"Equity benchmarks defy global cues, finish nearly 1% in the green",2023-01-17 00:00:00,0,equity benchmarks defy global cues finish nearly green
612,"Berger Paints India eyes Rs 20,000 crore turnover in the next 5-6 years",2023-01-17 00:00:00,1,berger paints india eyes rs crore turnover years
613,Shift of axis from Indian markets: FPIs pivot to China as it unlocks,2023-01-17 00:00:00,0,shift axis indian markets fpis pivot china unlocks
614,Sebi moots ASBA-like payment system for secondary market stock trade,2023-01-17 00:00:00,0,sebi moots asba like payment system secondary market stock trade
615,Reliance Industries may hive off green hydrogen business to InvIT,2023-01-17 00:00:00,1,reliance industries hive green hydrogen business invit
616,Govt bond market likely to see an explosion of new products in FY24,2023-01-17 00:00:00,1,govt bond market likely explosion new products fy 
617,Sebi proposes separating brokers from investors' money to avoid fund misuse,2023-01-17 00:00:00,0,sebi proposes separating brokers investors money avoid fund misuse
618,Sebi proposes blocking of funds facility for trading in secondary market,2023-01-17 00:00:00,0,sebi proposes blocking funds facility trading secondary market
619,Federal Bank declines 5% on profit booking post strong Q3FY23,2023-01-17 00:00:00,-1,federal bank declines profit booking post strong fy 
620,Rebound in power demand to fire up related stks over medium-term: Analysts,2023-01-17 00:00:00,0,rebound power demand fire related stks medium term analysts
621,"L&T hits record high on hopes of strong order inflows, stock rises 4%",2023-01-17 00:00:00,1,l hits record high hopes strong order inflows stock rises 
622,"IDFC, L&T Finance, 3 others hit 52-week highs; charts show up to 23% upside",2023-01-17 00:00:00,1,idfc t finance hit week highs charts upside
623,Nykaa hits new low; stock plunges 10% in two days on heavy volumes,2023-01-17 00:00:00,-1,nykaa hits new low stock plunges days heavy volumes
624,Speciality Restaurants hits new high ahead of EGM; zooms 41% in one month,2023-01-17 00:00:00,1,speciality restaurants hits new high ahead egm zooms month
625,Indus Towers hits 52-week low in firm market; slips 10% in one month,2023-01-17 00:00:00,-1,indus towers hits week low firm market slips month
626,Strong US sales momentum may drive further gains for Zydus Lifesciences,2023-01-17 00:00:00,1,strong sales momentum drive gains zydus lifesciences
627,"Sensex ends 563pts up at 60,656, Nifty above 18,050; L&T, HUL rise up to 3%",2023-01-17 00:00:00,1,sensex ends pts nifty t hul rise 
628,"Stocks to Watch: RIL, Adani Power, Siemens, Angel One, Bank of Baroda, M&M",2023-01-17 00:00:00,1,stocks watch ril adani power siemens angel bank baroda m
629,Multiplex operator PVR shares decline nearly 4% after downgrade,2023-01-16 00:00:00,-1,multiplex operator pvr shares decline nearly downgrade
630,"Sensex, Nifty decline as metal, financials shares retreat amid FII outflows",2023-01-16 00:00:00,-1,sensex nifty decline metal financials shares retreat amid fii outflows
631,"Mutual funds use correction to buy blue-chip stocks, shows data",2023-01-16 00:00:00,0,mutual funds use correction buy blue chip stocks shows data
632,"Sebi fines Keshav Securities for misutilising clients' securities, funds",2023-01-16 00:00:00,-1,sebi fines keshav securities misutilising clients securities funds
633,MFs' SIP collection grows 31% to Rs 1.5 trn on higher retail participation,2023-01-16 00:00:00,1,mfs sip collection grows rs trn higher retail participation
634,"Tata Mutual Fund announces launch of multi-cap scheme, NFO closes Jan 30",2023-01-16 00:00:00,1,tata mutual fund announces launch multi cap scheme nfo closes jan 
635,This packaged food company's share price has zoomed over 100% in 3 weeks,2023-01-16 00:00:00,1,packaged food company share price zoomed weeks
636,Just Dial freezes at 10% upper circuit as profit soars 3x in December qtr,2023-01-16 00:00:00,-1,dial freezes upper circuit profit soars december qtr
637,Markets to shift to T+1 settlement system from January 27: Report,2023-01-16 00:00:00,1,markets shift settlement system january report
638,"UBL, CDSL: 5 oversold mid-, small-caps to bet on amid hopes of mkt reversal",2023-01-16 00:00:00,1,ubl cdsl oversold mid small caps bet amid hopes mkt reversal
639,"HDFC Bank shares fall post Q3 as moderating loan, deposit growth weighs",2023-01-16 00:00:00,-1,hdfc bank shares fall post moderating loan deposit growth weighs
640,"PSBs in focus; UCO Bank, Indian Overseas, Union Bank surge over 5%",2023-01-16 00:00:00,1,psbs focus uco bank indian overseas union bank surge 
641,Sula Vineyards soars 10% on heavy volumes post Q3 sales update,2023-01-16 00:00:00,1,sula vineyards soars heavy volumes post sales update
642,"L&T Finance Holdings hits 52-week high, surges 6% on strong Q3 results",2023-01-16 00:00:00,1,l finance holdings hits week high surges strong results
643,"Avenue Supermarts slips 6%, hits over 6-month low post Q3 results",2023-01-16 00:00:00,-1,avenue supermarts slips hits month low post results
644,"Nifty Auto, Metal indices trading in thin range; here's how to play them",2023-01-16 00:00:00,0,nifty auto metal indices trading thin range play 
645,"Sensex slips 168 pts led by HDFC Bk, RIL, Nifty below 17900; IT pack shines",2023-01-16 00:00:00,-1,sensex slips pts led hdfc bk ril nifty pack shines
646,"Stocks to Watch: Wipro, HDFC Bank, DMart, Delhivery, NDTV, Sula Vineyard",2023-01-16 00:00:00,1,stocks watch wipro hdfc bank dmart delhivery ndtv sula vineyard
647,"Street signs: Nifty's 20-DEMA, capital goods stocks gain, and more",2023-01-16 00:00:00,1,street signs nifty dema capital goods stocks gain 
648,"Consumer companies push deal activity to 25-year high in 2022, shows data",2023-01-15 00:00:00,1,consumer companies push deal activity year high shows data
649,Breather for Natco in Novartis cardiac drug case from Delhi High Court,2023-01-15 00:00:00,0,breather natco novartis cardiac drug case delhi high court
650,No word from RBI yet on regulatory leeway for HDFC twins' merger,2023-01-15 00:00:00,0,word rbi regulatory leeway hdfc twins merger
651,"FPIs withdraw Rs 15,000 crore from equities in 2 weeks of January",2023-01-15 00:00:00,0,fpis withdraw rs crore equities weeks january
652,Number of Demat accounts rises 34% to 10.8 cr in Dec on attractive returns,2023-01-15 00:00:00,1,number demat accounts rises cr dec attractive returns
653,"Mcap of 7 of top 10 most-valued firms jumps Rs 1 trn; TCS, Infosys sparkle",2023-01-15 00:00:00,1,mcap valued firms jumps rs trn tcs infosys sparkle
654,Private equity major Apax Partners offloads 2.14% in Shriram Finance,2023-01-13 00:00:00,0,private equity major apax partners offloads shriram finance
